"","X[[i]]"
"1",15
"2",15
"3",15
"4",15
"5",15
"6",15
"7",15
"8",15
"9",15
"10",15
"11",15
"12",15
"13",15
"14",15
"15",15
"16",15
"17",15
"18",8
"19",15
"20",15
"21",15
"22",15
"23",15
"24",15
"25",15
"26",15
"27",15
"28",15
"29",15
"30",15
"31",15
"32",15
"33",15
"34",15
"35",15
"36",15
"37",15
"38",15
"39",15
"40",15
"41",15
"42",15
"43",15
"44",15
"45",15
"46",15
"47",15
"48",15
"49",15
"50",15
"51",15
"52",15
"53",15
"54",15
"55",15
"56",15
"57",15
"58",15
"59",15
"60",15
"61",15
"62",15
"63",15
"64",15
"65",15
"66",15
"67",15
"68",15
"69",15
"70",15
"71",15
"72",15
"73",15
"74",15
"75",15
"76",15
"77",15
"78",15
"79",8
"80",15
"81",14
"82",14
"83",8
"84",14
"85",14
"86",14
"87",8
"88",8
"89",14
"90",8
"91",14
"92",8
"93",14
"94",8
"95",14
"96",14
"97",14
"98",14
"99",14
"100",14
"101",8
"102",14
"103",8
"104",14
"105",14
"106",14
"107",14
"108",14
"109",14
"110",14
"111",14
"112",14
"113",8
"114",14
"115",14
"116",14
"117",14
"118",14
"119",8
"120",14
"121",14
"122",14
"123",14
"124",8
"125",14
"126",14
"127",8
"128",14
"129",14
"130",8
"131",14
"132",14
"133",3
"134",14
"135",14
"136",14
"137",14
"138",11
"139",8
"140",8
"141",8
"142",11
"143",11
"144",11
"145",11
"146",11
"147",11
"148",11
"149",11
"150",11
"151",11
"152",11
"153",11
"154",11
"155",8
"156",11
"157",11
"158",11
"159",11
"160",11
"161",11
"162",11
"163",11
"164",11
"165",11
"166",11
"167",11
"168",11
"169",11
"170",11
"171",11
"172",11
"173",11
"174",11
"175",11
"176",11
"177",11
"178",11
"179",11
"180",8
"181",11
"182",11
"183",11
"184",8
"185",11
"186",8
"187",11
"188",11
"189",11
"190",11
"191",11
"192",11
"193",11
"194",11
"195",8
"196",11
"197",11
"198",11
"199",11
"200",11
"201",11
"202",11
"203",8
"204",11
"205",11
"206",11
"207",11
"208",11
"209",11
"210",11
"211",11
"212",11
"213",11
"214",11
"215",11
"216",11
"217",11
"218",11
"219",11
"220",8
"221",11
"222",11
"223",11
"224",11
"225",11
"226",11
"227",11
"228",11
"229",11
"230",11
"231",11
"232",8
"233",11
"234",11
"235",5
"236",11
"237",11
"238",11
"239",11
"240",11
"241",11
"242",11
"243",11
"244",8
"245",8
"246",11
"247",8
"248",11
"249",11
"250",11
"251",8
"252",11
"253",11
"254",11
"255",11
"256",8
"257",11
"258",8
"259",8
"260",8
"261",8
"262",11
"263",14
"264",11
"265",11
"266",11
"267",11
"268",11
"269",11
"270",11
"271",11
"272",11
"273",8
"274",11
"275",11
"276",11
"277",11
"278",11
"279",11
"280",11
"281",11
"282",11
"283",11
"284",11
"285",8
"286",11
"287",11
"288",11
"289",11
"290",11
"291",11
"292",11
"293",11
"294",11
"295",11
"296",11
"297",11
"298",11
"299",11
"300",11
"301",11
"302",11
"303",11
"304",11
"305",11
"306",8
"307",11
"308",11
"309",11
"310",11
"311",11
"312",11
"313",11
"314",11
"315",11
"316",11
"317",11
"318",11
"319",11
"320",11
"321",11
"322",11
"323",11
"324",11
"325",11
"326",11
"327",11
"328",11
"329",11
"330",11
"331",11
"332",11
"333",11
"334",11
"335",8
"336",11
"337",11
"338",11
"339",11
"340",11
"341",11
"342",11
"343",11
"344",11
"345",11
"346",11
"347",11
"348",11
"349",11
"350",11
"351",11
"352",11
"353",11
"354",11
"355",11
"356",11
"357",11
"358",11
"359",11
"360",8
"361",11
"362",8
"363",8
"364",14
"365",11
"366",11
"367",11
"368",11
"369",11
"370",11
"371",8
"372",11
"373",11
"374",11
"375",11
"376",11
"377",11
"378",11
"379",11
"380",11
"381",11
"382",11
"383",11
"384",11
"385",11
"386",11
"387",8
"388",11
"389",11
"390",11
"391",11
"392",8
"393",11
"394",11
"395",11
"396",11
"397",11
"398",11
"399",11
"400",11
"401",11
"402",11
"403",11
"404",11
"405",11
"406",11
"407",11
"408",11
"409",11
"410",11
"411",11
"412",8
"413",11
"414",8
"415",11
"416",11
"417",11
"418",8
"419",5
"420",8
"421",11
"422",11
"423",11
"424",11
"425",11
"426",11
"427",11
"428",11
"429",11
"430",11
"431",11
"432",11
"433",11
"434",11
"435",11
"436",11
"437",11
"438",11
"439",11
"440",11
"441",11
"442",11
"443",11
"444",11
"445",11
